City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,karratha,-20.7377,116.8463,38.17,14,23,5.77,AU,1707358209
269,prince rupert,54.3161,-130.3201,1.41,72,68,1.65,CA,1707358209
270,nurabad,34.0734,47.9725,-2.05,85,6,0.35,IR,1707358210
271,zahedan,29.4963,60.8629,-0.05,34,0,0.0,IR,1707358210
272,nizhnesortymskiy,62.4397,71.7603,-8.43,91,100,7.3,RU,1707358210
273,sur,22.5667,59.5289,21.12,64,100,1.83,OM,1707358210
274,choibalsan,48.0667,114.5,-17.97,84,85,2.86,MN,1707358210
275,beaufort west,-32.3567,22.583,18.15,61,0,2.15,ZA,1707358211
276,letlhakeng,-24.0944,25.0298,23.68,31,17,3.7,BW,1707358211
277,dyersburg,36.0345,-89.3856,12.08,54,0,2.57,US,1707358211
278,belmonte,-15.8631,-38.8828,26.26,84,94,3.04,BR,1707358211
279,vila do maio,15.1333,-23.2167,24.44,72,0,4.9,CV,1707358212
280,sitka,57.0531,-135.33,1.94,75,0,2.06,US,1707358212
281,berdigestyakh,62.0989,126.6992,-31.96,97,98,1.94,RU,1707358212
282,sasciori,45.8667,23.5833,9.08,82,92,4.66,RO,1707358212
283,vilyuchinsk,52.9306,158.4028,-6.71,79,100,1.06,RU,1707358167
284,kolonia,50.9333,6.95,4.77,91,75,1.03,DE,1707358089
285,lerwick,60.1545,-1.1494,2.0,58,62,6.96,GB,1707358213
286,tingo maria,-9.2895,-76.0088,20.93,93,27,1.08,PE,1707358213
287,okhotsk,59.3833,143.3,-20.99,77,95,4.56,RU,1707358213
288,el dorado,38.7666,-120.5177,3.69,97,100,0.7,US,1707358213
289,beau vallon,-20.4189,57.6953,26.23,82,33,5.76,MU,1707358214
290,laojunmiao,39.8333,97.7333,-6.18,44,70,1.55,CN,1707358214
291,narasannapeta,18.4167,84.05,23.27,88,2,0.68,IN,1707358214
292,hiratacho,35.4333,132.8167,6.98,81,75,2.57,JP,1707358214
293,letlhakane,-21.4167,25.5833,24.22,51,76,0.15,BW,1707358214
294,mana,5.6592,-53.7767,26.62,72,83,4.54,GF,1707358214
295,perg,48.25,14.6333,9.03,94,100,6.9,AT,1707358215
296,cabo san lucas,22.8909,-109.9124,22.51,64,20,2.57,MX,1707357977
297,caleta de carquin,-11.0925,-77.6267,24.96,80,25,4.05,PE,1707358215
298,hadibu,12.65,54.0333,25.0,68,100,5.85,YE,1707358215
299,aykhal,66.0,111.5,-26.41,100,100,1.78,RU,1707358215
300,lata,40.1629,-8.3327,15.04,89,100,3.33,PT,1707358216
301,kodiak,57.79,-152.4072,1.73,93,40,2.06,US,1707358216
302,trebic,49.2149,15.8817,3.11,94,100,1.54,CZ,1707358216
303,genhe,50.7833,121.5167,-19.53,94,100,1.49,CN,1707358216
304,monte alegre,-2.0078,-54.0692,26.16,74,58,1.21,BR,1707358217
305,dudinka,69.4058,86.1778,-26.85,97,24,1.79,RU,1707358217
306,ar ruways,24.1103,52.7306,17.47,55,0,5.95,AE,1707358217
307,roma,43.2128,-75.4557,2.71,74,0,1.54,US,1707358217
308,rabat,33.9911,-6.8401,9.04,87,44,0.0,MA,1707357842
309,keflavik,64.0049,-22.5624,-2.76,68,0,6.17,IS,1707358218
310,asilah,35.465,-6.0348,9.98,55,72,1.94,MA,1707358218
311,saudarkrokur,65.7461,-19.6394,-15.3,95,59,3.42,IS,1707358218
312,tralee,52.2704,-9.7026,5.34,90,100,8.29,IE,1707358145
313,thinadhoo,0.5333,72.9333,28.18,74,94,5.53,MV,1707358145
314,pakuranga,-36.8833,174.9167,26.64,60,0,6.17,NZ,1707358219
315,ola,59.5833,151.2833,-16.59,79,15,2.61,RU,1707358219
316,cole harbour,44.6724,-63.4751,-2.94,84,98,2.48,CA,1707358219
317,alofi,-19.0595,-169.9187,30.94,66,40,4.12,NU,1707358220
318,dzhalagash,45.0833,64.6667,0.59,89,95,7.2,KZ,1707358220
319,freetown,8.484,-13.2299,25.35,86,97,2.56,SL,1707358220
320,bandarbeyla,9.4942,50.8122,24.38,74,86,6.64,SO,1707358220
321,queenstown,-31.8976,26.8753,14.38,86,73,1.35,ZA,1707358176
322,sejny,54.108,23.347,-3.76,92,18,1.69,PL,1707358221
323,nawabshah,26.2483,68.4096,16.21,42,100,2.36,PK,1707358221
324,bodo,67.28,14.405,-5.98,80,0,8.23,NO,1707358221
325,tolanaro,-25.0319,46.9987,23.02,93,16,1.34,MG,1707358222
326,birni n konni,13.7956,5.2553,17.49,18,0,4.52,NE,1707358222
327,walvis bay,-22.9575,14.5053,19.54,77,99,4.4,NA,1707358222
328,bom jesus,-9.0744,-44.3586,25.91,66,68,0.41,BR,1707358196
329,sirte,31.2089,16.5887,16.08,51,0,4.78,LY,1707358222
330,buka,40.8108,69.1986,6.52,70,100,0.96,UZ,1707358223
331,pyhajarvi,67.0701,27.2176,-24.03,100,100,1.33,FI,1707358223
332,chibougamau,49.9168,-74.3659,-2.21,93,100,2.57,CA,1707358223
333,tangalle,6.024,80.7911,22.09,83,89,4.4,LK,1707358224
334,moose jaw,50.4001,-105.5344,-1.52,97,100,4.89,CA,1707358224
335,papao,-17.75,-149.55,28.82,91,100,16.39,PF,1707358175
336,broome,42.2506,-75.833,3.08,73,47,0.5,US,1707358224
337,vila franca do campo,37.7167,-25.4333,18.27,99,99,8.62,PT,1707358185
338,zmeinogorsk,51.1567,82.195,-3.99,94,100,6.38,RU,1707358224
339,kenai,60.5544,-151.2583,-2.17,93,0,6.69,US,1707358225
340,bubaque,11.2833,-15.8333,26.04,75,100,3.9,GW,1707358225
341,maceio,-9.6658,-35.7353,26.69,94,20,1.03,BR,1707358113
342,gizo,-8.103,156.8419,29.02,77,100,6.9,SB,1707358148
343,mumford,5.2618,-0.759,25.39,86,9,1.65,GH,1707358226
344,san patricio,28.017,-97.5169,20.97,81,89,6.3,US,1707358226
345,lido di jesolo,45.5069,12.6469,8.45,92,100,1.15,IT,1707358226
346,sa'dah,16.9402,43.7639,9.97,60,9,1.93,YE,1707358226
347,urengoy,65.9667,78.3667,-3.44,94,100,6.08,RU,1707358226
348,villanueva,15.3167,-88.0,20.55,78,20,2.57,HN,1707358227
349,nelson bay,-32.7167,152.15,25.03,75,100,4.92,AU,1707358167
350,san javier,37.8063,-0.8374,14.86,55,0,3.6,ES,1707358227
351,fort stockton,30.894,-102.8793,13.75,45,0,0.0,US,1707358228
352,levuka,50.1834,-105.4011,-1.56,97,100,4.85,CA,1707358228
353,guerrero negro,27.9769,-114.0611,15.62,62,3,5.47,MX,1707358228
354,remire-montjoly,4.9167,-52.2667,28.02,78,100,4.12,GF,1707358228
355,manokwari,-0.8667,134.0833,27.97,75,94,2.12,ID,1707358229
356,yemetsk,63.4721,41.7941,-22.33,96,96,3.63,RU,1707358229
357,sarrians,44.084,4.9697,7.42,93,0,0.51,FR,1707358229
358,nouadhibou,20.931,-17.0347,21.99,28,100,6.17,MR,1707358230
359,buckeye,33.3703,-112.5838,14.44,53,63,3.33,US,1707358230
360,igarka,67.4667,86.5833,-19.87,99,97,2.64,RU,1707358230
361,klaksvik,62.2266,-6.589,-0.49,60,100,9.92,FO,1707358190
